,Edad,Sexo,Número_hijos,Nivel_educación,Estado_civil,Renta,Estado_laboral,Conocimiento_financiero,Patrimonio
6273,47,M,3,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
6274,44,F,4,Post-Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6275,38,M,3,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6276,45,F,2,Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6277,47,F,0,College,Married,Less than $40K,Trabajando,No,$10K - $50K
6278,39,F,3,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6279,48,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6280,53,F,3,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6281,51,F,2,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6282,41,F,2,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6283,38,F,0,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
6284,36,F,2,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6285,46,F,2,Post-Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6286,58,F,1,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
6287,44,F,2,High School,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6288,41,M,5,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
6289,42,F,3,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6290,42,M,4,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
6291,45,F,1,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6292,44,F,2,Uneducated,Single,0,Desempleado,No,$-30K - $10K
6293,41,F,3,Graduate,Married,0,Desempleado,Sí,$-30K - $10K
6294,35,M,2,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6295,48,F,3,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
6296,43,F,2,Post-Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6297,36,F,1,Doctorate,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6298,44,M,2,Doctorate,Unknown,$40K - $60K,Trabajando,No,$50K - $90K
6299,43,F,3,College,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6300,52,F,2,College,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
6301,61,F,0,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6302,50,F,3,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6303,43,M,2,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
6304,48,F,3,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6305,35,F,3,Unknown,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
6306,39,M,1,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
6307,59,F,0,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6308,58,F,4,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6309,51,M,4,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
6310,64,M,1,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6311,50,M,2,High School,Married,$120K +,Trabajando,Sí,$380K - $1.5M
6312,46,F,3,Unknown,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6313,49,M,4,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6314,53,F,3,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6315,54,M,2,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
6316,42,F,1,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6317,43,F,4,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6318,46,M,3,Graduate,Divorced,$80K - $120K,Trabajando,Sí,$170K - $380K
6319,38,F,0,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6320,47,F,4,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6321,37,M,3,Uneducated,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
6322,47,M,5,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6323,43,M,2,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
6324,56,F,0,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6325,43,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
6326,45,F,3,Graduate,Married,0,Desempleado,Sí,$-30K - $10K
6327,47,F,1,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
6328,43,F,3,Graduate,Married,0,Desempleado,No,$-30K - $10K
6329,44,M,3,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
6330,52,F,0,Graduate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
6331,52,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6332,43,F,3,High School,Single,0,Desempleado,Sí,$-30K - $10K
6333,49,M,3,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6334,40,M,3,Graduate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
6335,50,F,2,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6336,43,M,2,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
6337,53,M,1,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
6338,42,F,5,High School,Single,0,Desempleado,No,$-30K - $10K
6339,55,F,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6340,40,M,2,Uneducated,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
6341,41,M,2,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
6342,47,F,3,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6343,46,M,4,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
6344,50,F,2,Graduate,Single,0,Desempleado,No,$-30K - $10K
6345,33,M,4,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
6346,45,F,5,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6347,53,M,1,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
6348,36,M,0,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
6349,55,F,2,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6350,42,F,3,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6351,51,F,3,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6352,44,F,4,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6353,47,M,1,Post-Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
6354,46,F,5,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6355,57,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6356,43,F,1,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6357,61,F,1,Graduate,Single,0,Desempleado,No,$-30K - $10K
6358,51,M,2,Graduate,Divorced,$120K +,Trabajando,No,$380K - $1.5M
6359,44,F,4,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6360,46,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6361,52,F,1,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6362,45,M,4,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
6363,35,F,2,Graduate,Single,0,Desempleado,No,$-30K - $10K
6364,59,F,1,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6365,46,F,5,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
6366,43,M,3,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
6367,35,M,1,Doctorate,Single,$80K - $120K,Trabajando,No,$170K - $380K
6368,44,M,0,High School,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
6369,57,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6370,50,M,3,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
6371,55,M,2,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
6372,48,M,4,High School,Unknown,$60K - $80K,Trabajando,Sí,$90K - $170K
6373,59,F,2,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
6374,36,F,2,College,Unknown,0,Desempleado,Sí,$-30K - $10K
6375,43,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
6376,55,F,2,College,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6377,42,M,4,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6378,48,F,1,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6379,60,F,0,Unknown,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6380,50,M,3,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
6381,42,F,2,High School,Married,0,Desempleado,Sí,$-30K - $10K
6382,44,F,1,High School,Single,0,Desempleado,No,$-30K - $10K
6383,33,F,3,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
6384,48,F,4,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6385,48,M,5,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
6386,39,F,3,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6387,32,F,4,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
6388,41,M,2,High School,Married,$120K +,Trabajando,No,$380K - $1.5M
6389,37,F,2,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
6390,59,F,1,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6391,48,F,2,Graduate,Married,0,Desempleado,No,$-30K - $10K
6392,54,M,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6393,41,F,2,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6394,59,F,0,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6395,48,M,2,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6396,55,F,2,College,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
6397,49,F,4,Uneducated,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6398,51,F,3,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6399,34,F,3,High School,Unknown,0,Desempleado,No,$-30K - $10K
6400,55,F,1,High School,Unknown,0,Desempleado,No,$-30K - $10K
6401,35,F,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6402,46,F,4,Post-Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6403,50,F,1,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6404,43,M,4,College,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6405,48,F,2,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6406,44,M,1,Unknown,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
6407,65,F,0,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6408,53,M,4,College,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
6409,49,M,4,Doctorate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6410,45,F,3,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6411,44,F,2,High School,Unknown,0,Desempleado,No,$-30K - $10K
6412,56,F,2,Uneducated,Single,0,Desempleado,No,$-30K - $10K
6413,43,F,3,High School,Married,0,Desempleado,No,$-30K - $10K
6414,49,F,3,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6415,44,M,3,Graduate,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
6416,52,F,5,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6417,37,F,2,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6418,47,F,3,College,Married,Less than $40K,Trabajando,No,$10K - $50K
6419,40,F,1,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6420,48,F,4,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6421,42,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6422,42,F,3,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6423,59,M,0,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6424,47,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6425,56,F,2,Uneducated,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6426,46,F,3,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
6427,26,F,0,Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6428,42,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6429,47,M,1,Graduate,Married,$120K +,Trabajando,No,$380K - $1.5M
6430,48,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6431,44,M,4,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
6432,56,F,3,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6433,43,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6434,40,M,3,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
6435,38,F,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6436,40,F,2,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6437,48,F,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6438,46,M,3,High School,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
6439,43,M,2,High School,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
6440,52,M,0,High School,Single,$120K +,Trabajando,No,$380K - $1.5M
6441,49,F,4,Uneducated,Married,0,Desempleado,No,$-30K - $10K
6442,49,F,3,Graduate,Single,0,Desempleado,No,$-30K - $10K
6443,42,M,3,College,Single,$60K - $80K,Trabajando,No,$90K - $170K
6444,46,F,4,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6445,46,F,2,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
6446,49,F,2,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
6447,42,M,4,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6448,47,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6449,45,F,4,College,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
6450,33,M,3,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
6451,50,M,3,Graduate,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
6452,60,F,1,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6453,45,M,4,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
6454,53,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6455,48,M,5,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
6456,53,F,2,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6457,53,F,1,College,Married,0,Desempleado,No,$-30K - $10K
6458,33,F,1,High School,Married,0,Desempleado,No,$-30K - $10K
6459,44,F,3,High School,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
6460,52,M,2,Uneducated,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6461,40,F,5,Graduate,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6462,41,M,3,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
6463,43,M,2,Post-Graduate,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
6464,46,F,4,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6465,43,F,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6466,40,F,1,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6467,39,F,2,Doctorate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6468,54,F,1,Graduate,Married,0,Desempleado,No,$-30K - $10K
6469,47,F,3,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
6470,35,F,1,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6471,46,F,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6472,41,F,2,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6473,48,F,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6474,37,M,3,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
6475,55,F,2,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6476,42,F,3,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6477,47,F,1,High School,Married,0,Desempleado,Sí,$-30K - $10K
6478,42,F,0,College,Single,$40K - $60K,Trabajando,No,$50K - $90K
6479,36,F,2,Graduate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
6480,33,F,0,College,Single,0,Desempleado,Sí,$-30K - $10K
6481,47,M,1,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6482,41,F,2,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6483,41,F,5,High School,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
6484,60,F,2,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6485,48,M,3,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
6486,43,M,3,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6487,54,F,2,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6488,60,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6489,44,M,3,Post-Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
6490,49,F,3,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6491,64,F,0,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6492,54,F,1,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6493,50,F,3,Doctorate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6494,40,M,3,Uneducated,Married,$120K +,Trabajando,No,$380K - $1.5M
6495,49,F,4,College,Single,$40K - $60K,Trabajando,No,$50K - $90K
6496,49,F,2,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6497,51,M,3,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
6498,43,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6499,59,M,0,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
6500,42,M,4,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6501,47,M,3,Graduate,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
6502,53,M,1,Uneducated,Unknown,$120K +,Trabajando,No,$380K - $1.5M
6503,49,F,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6504,45,M,3,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6505,48,M,2,Doctorate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
6506,48,M,2,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
6507,57,F,2,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6508,56,F,2,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6509,46,M,2,Post-Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
6510,42,M,3,High School,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
6511,49,F,2,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6512,48,M,4,Post-Graduate,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
6513,55,F,3,Post-Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6514,63,F,1,Uneducated,Single,0,Desempleado,Sí,$-30K - $10K
6515,44,M,3,High School,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
6516,38,F,3,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6517,45,F,2,Doctorate,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6518,54,F,3,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6519,59,F,0,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6520,52,F,1,College,Married,0,Desempleado,No,$-30K - $10K
6521,38,F,1,College,Single,Less than $40K,Trabajando,No,$10K - $50K
6522,42,F,4,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6523,43,F,4,Graduate,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6524,44,F,3,Unknown,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6525,52,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
6526,52,F,3,Uneducated,Unknown,$40K - $60K,Trabajando,No,$50K - $90K
6527,42,F,4,College,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6528,53,F,1,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6529,52,M,2,High School,Single,$120K +,Trabajando,Sí,$380K - $1.5M
6530,34,F,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6531,51,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
6532,43,F,2,Unknown,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6533,48,F,3,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6534,41,F,2,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6535,59,F,1,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6536,62,M,1,Graduate,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6537,37,M,3,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
6538,46,M,2,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
6539,50,F,2,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6540,40,F,4,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6541,59,F,1,Graduate,Single,0,Desempleado,Sí,$-30K - $10K
6542,62,M,0,Graduate,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6543,38,F,3,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6544,44,F,3,College,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6545,59,F,1,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6546,48,F,2,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6547,50,M,2,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
6548,46,F,5,High School,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6549,43,M,2,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
6550,50,F,0,High School,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6551,44,M,5,Graduate,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
6552,42,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6553,50,M,1,Graduate,Single,$120K +,Trabajando,Sí,$380K - $1.5M
6554,45,F,4,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6555,52,F,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6556,49,M,2,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
6557,60,F,0,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6558,38,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6559,44,F,3,Unknown,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6560,47,M,1,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6561,57,F,2,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6562,41,F,3,Uneducated,Single,0,Desempleado,Sí,$-30K - $10K
6563,35,F,2,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6564,39,M,4,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6565,54,F,2,College,Married,Less than $40K,Trabajando,No,$10K - $50K
6566,43,F,3,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6567,32,F,2,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6568,58,F,2,College,Single,Less than $40K,Trabajando,No,$10K - $50K
6569,33,M,2,College,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
6570,56,M,1,High School,Married,$120K +,Trabajando,No,$380K - $1.5M
6571,46,F,2,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6572,61,M,1,Graduate,Unknown,$60K - $80K,Trabajando,Sí,$90K - $170K
6573,50,M,2,College,Married,$80K - $120K,Trabajando,No,$170K - $380K
6574,44,M,4,Uneducated,Single,$40K - $60K,Trabajando,No,$50K - $90K
6575,46,M,3,Uneducated,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6576,44,F,3,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6577,44,F,3,College,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6578,46,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6579,42,M,3,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
6580,54,F,4,Post-Graduate,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6581,39,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6582,47,F,3,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6583,46,F,2,Unknown,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6584,42,F,2,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
6585,41,F,3,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
6586,45,F,4,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6587,61,F,1,Graduate,Unknown,$40K - $60K,Trabajando,No,$50K - $90K
6588,46,F,4,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6589,32,F,1,Unknown,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
6590,55,F,2,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6591,59,M,2,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
6592,49,M,2,Unknown,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
6593,46,M,2,Doctorate,Married,$120K +,Trabajando,No,$380K - $1.5M
6594,60,F,0,College,Single,Less than $40K,Trabajando,No,$10K - $50K
6595,40,M,2,Graduate,Married,$120K +,Trabajando,Sí,$380K - $1.5M
6596,39,F,1,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6597,57,F,2,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6598,48,M,5,Post-Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
6599,55,F,5,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6600,44,F,2,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6601,43,F,3,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6602,51,F,3,Graduate,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
6603,41,M,3,Doctorate,Single,$120K +,Trabajando,Sí,$380K - $1.5M
6604,52,M,2,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
6605,47,F,2,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
6606,47,F,3,Unknown,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6607,54,F,2,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6608,34,F,2,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6609,44,F,2,College,Single,Less than $40K,Trabajando,No,$10K - $50K
6610,46,F,4,Graduate,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6611,36,F,2,Uneducated,Divorced,0,Desempleado,Sí,$-30K - $10K
