,Edad,Sexo,Número_hijos,Nivel_educación,Estado_civil,Renta,Estado_laboral,Conocimiento_financiero,Patrimonio,Tolerancia_riesgo,Perfil_inversor
4464,2,1,3,2,1,2,1,0,2,2.3545,1
4465,2,1,3,3,1,3,1,1,3,2.9017999999999993,2
4466,2,0,1,0,1,4,1,1,4,3.3476999999999997,3
4467,2,1,0,4,1,2,1,0,2,2.54,1
4468,2,0,3,0,0,3,1,1,3,3.6456999999999997,3
4469,2,1,3,2,1,2,1,0,2,2.3545,1
4470,2,1,3,1,0,2,1,0,2,2.7548999999999997,2
4471,2,1,2,2,0,2,1,1,2,3.3073,2
4472,2,0,1,2,1,4,1,1,4,3.3996999999999997,3
4473,2,1,0,2,1,2,1,1,2,2.9699,2
4474,2,1,2,2,0,2,1,0,2,2.8254,2
4475,2,1,1,2,1,1,0,0,1,2.340099999999999,1
4476,2,0,4,2,1,4,1,1,4,3.2662,2
4477,2,1,3,0,1,1,0,0,1,2.199099999999999,1
4478,2,1,2,0,1,2,1,0,2,2.347,1
4479,1,1,0,1,0,2,1,1,2,3.3538,3
4480,2,1,4,1,0,3,1,1,3,3.2316999999999996,2
4481,2,1,4,2,0,2,1,0,2,2.7364,2
4482,2,0,1,2,1,5,1,1,5,3.4390999999999994,3
4483,2,0,5,0,1,4,1,0,4,2.6877999999999997,1
4484,2,0,3,0,1,5,1,1,5,3.2980999999999994,2
4485,2,1,4,2,0,2,1,1,2,3.2183,2
4486,2,0,2,2,0,3,1,1,3,3.7422,3
4487,2,1,3,1,1,1,0,1,1,2.706999999999999,1
4488,2,1,1,0,0,2,1,0,2,2.8179,2
4489,2,0,2,2,1,6,1,0,6,2.9521,2
4490,1,1,0,0,0,2,1,1,2,3.3278000000000003,2
4491,2,1,0,2,1,2,1,1,2,2.9699,2
4492,2,1,1,2,1,2,1,0,2,2.4435,1
4493,2,1,2,2,0,1,0,0,1,2.7219999999999995,1
4494,2,0,3,1,0,4,1,0,4,3.2291999999999996,2
4495,2,0,1,1,1,6,1,0,6,2.9705999999999997,2
4496,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
4497,2,1,3,2,1,2,1,0,2,2.3545,1
4498,2,1,2,0,1,1,0,1,1,2.7254999999999994,1
4499,2,1,3,3,0,1,0,0,1,2.703499999999999,1
4500,2,1,3,4,0,2,1,0,2,2.8329,2
4501,2,0,3,0,0,5,1,1,5,3.7244999999999995,3
4502,2,1,0,0,1,2,1,0,2,2.436,1
4503,2,1,4,2,0,1,0,0,1,2.6329999999999996,1
4504,2,0,4,0,1,4,1,0,4,2.7323,2
4505,2,1,0,1,1,2,1,0,2,2.4619999999999997,1
4506,2,1,2,0,1,2,1,0,2,2.347,1
4507,2,0,3,2,0,5,1,0,5,3.2945999999999995,2
4508,2,1,2,1,1,2,1,1,2,2.8548999999999998,2
4509,1,1,0,2,0,1,0,1,1,3.2763999999999998,2
4510,2,0,3,3,0,5,1,1,5,3.8024999999999993,3
4511,2,0,0,2,1,1,0,1,1,3.2619999999999996,2
4512,2,1,3,2,1,2,1,0,2,2.3545,1
4513,2,0,3,0,1,3,1,1,3,3.2192999999999996,2
4514,2,1,3,2,1,2,1,0,2,2.3545,1
4515,2,1,3,0,0,3,1,1,3,3.2501999999999995,2
4516,2,0,5,0,1,5,1,0,5,2.7271999999999994,1
4517,2,1,4,0,1,1,0,1,1,2.6364999999999994,1
4518,2,0,2,1,1,5,1,1,5,3.3685999999999994,3
4519,2,1,1,2,0,2,1,1,2,3.3518,3
4520,2,1,1,0,1,2,1,0,2,2.3914999999999997,1
4521,2,0,2,1,0,4,1,1,4,3.7556,3
4522,2,1,1,0,0,2,1,0,2,2.8179,2
4523,2,1,0,2,1,2,1,0,2,2.488,1
4524,2,1,2,1,0,2,1,1,2,3.2813,2
4525,2,1,2,1,0,1,0,0,1,2.6959999999999993,1
4526,2,0,2,3,1,4,1,0,4,2.8992999999999998,2
4527,2,0,2,4,1,3,1,0,3,2.8859,2
4528,2,0,3,4,1,5,1,0,5,2.9201999999999995,2
4529,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
4530,2,0,0,0,1,2,1,0,2,2.8315,2
4531,2,1,3,0,1,2,1,0,2,2.3024999999999998,1
4532,2,0,2,2,1,5,1,1,5,3.3945999999999996,3
4533,2,0,4,2,1,5,1,0,5,2.8236999999999997,2
4534,2,1,2,4,0,3,1,0,3,2.9168,2
4535,2,0,3,1,1,3,1,0,3,2.7633999999999994,2
4536,2,0,3,2,0,5,1,0,5,3.2945999999999995,2
4537,2,1,3,2,1,1,0,0,1,2.251099999999999,1
4538,2,0,4,1,0,6,1,0,6,3.2635,2
4539,2,0,4,0,0,3,1,0,3,3.1193,2
4540,2,1,1,2,1,2,1,0,2,2.4435,1
4541,2,0,5,0,0,4,1,1,4,3.5961,3
4542,2,0,1,2,1,4,1,1,4,3.3996999999999997,3
4543,2,1,0,2,1,2,1,0,2,2.488,1
4544,2,0,3,2,1,5,1,1,5,3.3500999999999994,3
4545,2,0,2,2,0,4,1,0,4,3.2997,2
4546,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
4547,2,1,3,0,1,2,1,0,2,2.3024999999999998,1
4548,2,0,2,0,1,4,1,1,4,3.3032,2
4549,2,1,2,2,1,2,1,1,2,2.8809,2
4550,2,1,2,0,1,2,1,0,2,2.347,1
4551,2,0,3,1,1,2,1,1,2,3.2058999999999997,2
4552,2,1,2,2,0,2,1,0,2,2.8254,2
4553,2,1,2,2,0,2,1,0,2,2.8254,2
4554,2,1,3,2,0,2,1,0,2,2.7809,2
4555,2,0,4,0,0,6,1,0,6,3.2375000000000003,2
4556,2,1,5,2,0,2,1,0,2,2.6919,1
4557,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
4558,2,1,4,0,1,2,1,1,2,2.7399,2
4559,2,1,3,0,1,1,0,1,1,2.680999999999999,1
4560,2,1,3,0,1,2,1,0,2,2.3024999999999998,1
4561,2,1,1,2,0,2,1,1,2,3.3518,3
4562,2,1,3,2,1,2,1,0,2,2.3545,1
4563,2,1,5,2,0,2,1,1,2,3.1738,2
4564,2,1,1,1,0,2,1,0,2,2.8438999999999997,2
4565,2,1,3,2,0,2,1,0,2,2.7809,2
4566,2,0,3,2,0,5,1,1,5,3.7764999999999995,3
4567,2,1,3,2,0,2,1,0,2,2.7809,2
4568,2,0,2,3,1,5,1,1,5,3.4205999999999994,3
4569,2,0,2,2,1,5,1,1,5,3.3945999999999996,3
4570,2,1,3,1,1,2,1,1,2,2.8103999999999996,2
4571,2,0,2,0,1,5,1,0,5,2.8606999999999996,2
4572,2,1,1,2,1,2,1,0,2,2.4435,1
4573,2,1,3,2,0,3,1,0,3,2.8202999999999996,2
4574,2,1,1,0,1,2,1,1,2,2.8733999999999997,2
4575,2,1,1,2,0,2,1,0,2,2.8699,2
4576,2,0,2,2,1,5,1,0,5,2.9126999999999996,2
4577,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
4578,2,0,5,1,0,4,1,1,4,3.6220999999999997,3
4579,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
4580,2,1,2,1,1,2,1,0,2,2.3729999999999998,1
4581,2,1,2,2,1,2,1,1,2,2.8809,2
4582,2,1,3,0,0,2,1,0,2,2.7289,2
4583,2,1,4,3,0,2,1,1,2,3.2443,2
4584,2,1,3,0,1,1,0,0,1,2.199099999999999,1
4585,2,0,2,1,0,6,1,1,6,3.8344,3
4586,2,1,1,1,1,2,1,1,2,2.8993999999999995,2
4587,2,0,4,1,1,5,1,1,5,3.2795999999999994,2
4588,2,1,2,1,1,2,1,0,2,2.3729999999999998,1
4589,2,1,2,0,1,3,1,0,3,2.3863999999999996,1
4590,2,1,1,3,1,2,1,1,2,2.9513999999999996,2
4591,2,0,2,2,1,3,1,0,3,2.8339,2
4592,2,0,0,1,1,3,1,1,3,3.3787999999999996,3
4593,2,0,4,1,0,4,1,1,4,3.6666,3
4594,2,0,2,2,0,4,1,0,4,3.2997,2
4595,2,0,1,0,1,3,1,0,3,2.8263999999999996,2
4596,2,1,3,0,0,2,1,0,2,2.7289,2
4597,2,0,2,2,0,4,1,1,4,3.7816,3
4598,2,1,4,0,0,2,1,1,2,3.1663,2
4599,2,0,2,2,0,4,1,0,4,3.2997,2
4600,1,1,1,0,1,1,0,1,1,2.7534999999999994,2
4601,2,1,1,2,1,1,0,1,1,2.821999999999999,2
4602,2,0,3,2,0,5,1,0,5,3.2945999999999995,2
4603,2,1,3,3,0,2,1,1,2,3.2887999999999997,2
4604,2,1,2,2,1,3,1,1,3,2.9202999999999997,2
4605,2,1,1,0,1,2,1,0,2,2.3914999999999997,1
4606,2,1,4,0,0,2,1,0,2,2.6844,1
4607,2,1,3,1,1,3,1,1,3,2.8497999999999992,2
4608,2,1,3,0,0,2,1,0,2,2.7289,2
4609,2,0,3,1,1,4,1,0,4,2.8027999999999995,2
4610,2,1,0,1,1,2,1,0,2,2.4619999999999997,1
4611,2,1,1,0,1,1,0,1,1,2.769999999999999,2
4612,2,1,0,2,1,2,1,0,2,2.488,1
4613,2,0,3,2,0,5,1,1,5,3.7764999999999995,3
4614,2,1,3,0,1,3,1,1,3,2.8237999999999994,2
4615,2,1,4,2,0,2,1,0,2,2.7364,2
4616,2,1,4,2,0,1,0,0,1,2.6329999999999996,1
4617,2,1,2,1,1,2,1,0,2,2.3729999999999998,1
4618,2,1,3,0,1,2,1,0,2,2.3024999999999998,1
4619,2,1,3,2,0,2,1,0,2,2.7809,2
4620,2,0,4,1,1,5,1,1,5,3.2795999999999994,2
4621,2,0,2,0,0,5,1,1,5,3.7689999999999997,3
4622,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
4623,2,1,0,1,0,2,1,0,2,2.8884,2
4624,2,0,4,2,1,3,1,0,3,2.7449,2
4625,2,0,1,2,1,5,1,1,5,3.4390999999999994,3
4626,2,1,2,2,1,3,1,0,3,2.4383999999999997,1
4627,2,1,2,2,1,3,1,0,3,2.4383999999999997,1
4628,2,0,4,2,1,5,1,1,5,3.3055999999999996,2
4629,2,0,0,2,1,2,1,0,2,2.8835,2
4630,2,0,4,2,1,3,1,1,3,3.2268,2
4631,2,1,4,2,0,3,1,1,3,3.2577,2
4632,2,0,3,2,1,5,1,1,5,3.3500999999999994,3
4633,2,0,3,2,1,6,1,1,6,3.3895,3
4634,2,1,2,4,1,2,1,0,2,2.451,1
4635,2,0,5,0,0,4,1,1,4,3.5961,3
4636,2,0,1,1,0,4,1,0,4,3.3181999999999996,2
4637,2,0,1,0,1,5,1,1,5,3.3870999999999993,3
4638,2,0,2,4,1,5,1,0,5,2.9646999999999997,2
4639,2,1,3,1,1,2,1,0,2,2.3284999999999996,1
4640,2,0,2,0,1,4,1,1,4,3.3032,2
4641,2,1,1,2,0,1,0,0,1,2.7664999999999993,2
4642,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
4643,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
4644,2,1,1,1,0,2,1,0,2,2.8438999999999997,2
4645,2,1,1,1,0,2,1,0,2,2.8438999999999997,2
4646,2,0,2,1,0,5,1,0,5,3.3130999999999995,2
4647,2,0,5,4,1,6,1,0,6,2.8706,2
4648,2,0,4,0,0,4,1,0,4,3.1587,2
4649,2,0,4,0,1,5,1,0,5,2.7716999999999996,2
4650,2,1,3,4,1,2,1,1,2,2.8884,2
4651,2,0,4,0,0,5,1,1,5,3.6799999999999997,3
4652,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
4653,2,1,1,1,0,2,1,1,2,3.3257999999999996,2
4654,2,0,2,1,0,4,1,0,4,3.2737,2
4655,2,0,3,3,1,5,1,1,5,3.376099999999999,3
4656,2,0,2,2,1,6,1,0,6,2.9521,2
4657,2,1,1,1,1,1,0,1,1,2.795999999999999,2
4658,2,1,4,2,1,2,1,0,2,2.31,1
4659,2,0,5,4,1,3,1,0,3,2.7523999999999997,2
4660,2,0,3,0,1,6,1,0,6,2.8556,2
4661,2,1,0,2,0,2,1,1,2,3.3963,3
4662,2,0,5,2,0,4,1,0,4,3.1662,2
4663,2,1,2,0,1,3,1,1,3,2.8682999999999996,2
4664,2,0,1,0,0,6,1,0,6,3.371,3
4665,2,0,4,1,1,4,1,0,4,2.7582999999999998,2
4666,2,1,2,3,0,3,1,1,3,3.3726999999999996,3
4667,2,1,3,2,1,2,1,0,2,2.3545,1
4668,2,1,1,2,1,2,1,0,2,2.4435,1
4669,2,0,4,0,1,2,1,0,2,2.6535,1
4670,2,1,3,2,1,2,1,0,2,2.3545,1
4671,2,1,2,2,0,2,1,0,2,2.8254,2
4672,2,1,3,2,1,3,1,0,3,2.3938999999999995,1
4673,1,0,2,4,1,6,1,1,6,3.4695000000000005,3
4674,2,1,2,1,1,2,1,0,2,2.3729999999999998,1
4675,2,0,3,2,0,4,1,0,4,3.2552,2
4676,2,1,2,4,1,2,1,1,2,2.9329,2
4677,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
4678,2,1,3,2,0,2,1,1,2,3.2628,2
4679,2,1,1,1,1,2,1,1,2,2.8993999999999995,2
4680,2,1,1,2,0,2,1,1,2,3.3518,3
4681,2,1,4,0,1,1,0,0,1,2.1545999999999994,1
4682,2,1,4,2,0,1,0,0,1,2.6329999999999996,1
4683,2,0,2,1,1,3,1,1,3,3.2897999999999996,2
4684,2,1,4,2,1,2,1,0,2,2.31,1
4685,2,1,1,2,1,2,1,0,2,2.4435,1
4686,2,0,0,0,1,4,1,0,4,2.9103,2
4687,2,1,2,1,0,2,1,0,2,2.7994,2
4688,2,1,1,0,0,2,1,0,2,2.8179,2
4689,2,1,5,0,1,2,1,1,2,2.6954,1
4690,1,1,0,3,1,2,1,1,2,2.9794,2
4691,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
4692,2,1,2,3,1,1,0,0,1,2.321599999999999,1
4693,2,1,4,2,1,2,1,0,2,2.31,1
4694,2,1,3,1,1,3,1,0,3,2.3678999999999992,1
4695,2,0,0,0,1,6,1,0,6,2.9891,2
4696,2,0,2,1,0,5,1,1,5,3.7949999999999995,3
4697,2,1,2,0,1,3,1,1,3,2.8682999999999996,2
4698,2,1,2,2,1,2,1,1,2,2.8809,2
4699,2,1,3,2,1,2,1,1,2,2.8364,2
4700,2,0,1,2,1,5,1,0,5,2.9571999999999994,2
4701,2,0,3,0,1,6,1,0,6,2.8556,2
4702,2,1,5,0,1,2,1,1,2,2.6954,1
4703,2,0,2,0,1,6,1,0,6,2.9001,2
4704,2,1,5,1,1,2,1,0,2,2.2394999999999996,1
4705,2,1,1,2,1,2,1,0,2,2.4435,1
4706,2,1,0,1,1,1,0,0,1,2.358599999999999,1
4707,2,1,3,2,0,2,1,0,2,2.7809,2
4708,2,0,4,1,1,6,1,1,6,3.319,2
4709,2,1,2,2,1,3,1,1,3,2.9202999999999997,2
4710,2,0,0,2,1,5,1,1,5,3.4835999999999996,3
4711,2,1,3,2,0,2,1,0,2,2.7809,2
4712,2,0,2,2,1,4,1,0,4,2.8733,2
4713,2,1,0,2,0,2,1,0,2,2.9144,2
4714,2,1,3,0,1,1,0,0,1,2.199099999999999,1
4715,2,1,2,2,1,3,1,1,3,2.9202999999999997,2
4716,2,0,4,1,1,3,1,1,3,3.2007999999999996,2
4717,2,0,3,1,1,2,1,0,2,2.7239999999999998,1
4718,2,0,5,0,0,5,1,0,5,3.1535999999999995,2
4719,2,1,0,0,0,2,1,1,2,3.3443,2
4720,2,1,3,0,0,2,1,1,2,3.2108,2
4721,2,1,1,2,1,2,1,1,2,2.9254,2
4722,2,0,2,0,0,5,1,1,5,3.7689999999999997,3
4723,2,1,5,2,0,3,1,0,3,2.7312999999999996,2
4724,2,0,3,3,1,4,1,0,4,2.8547999999999996,2
4725,2,1,2,4,1,2,1,1,2,2.9329,2
4726,2,1,3,0,0,1,0,1,1,3.1073999999999993,2
4727,2,1,3,4,1,1,0,0,1,2.3030999999999993,1
4728,2,0,2,0,0,4,1,0,4,3.2477,2
4729,2,0,2,1,1,4,1,1,4,3.3291999999999997,2
4730,2,1,1,0,1,3,1,1,3,2.9127999999999994,2
4731,2,0,0,2,1,4,1,0,4,2.9623,2
4732,2,1,0,1,1,2,1,0,2,2.4619999999999997,1
4733,2,1,1,0,1,2,1,1,2,2.8733999999999997,2
4734,2,1,0,2,0,2,1,1,2,3.3963,3
4735,2,1,2,2,0,2,1,0,2,2.8254,2
4736,2,1,3,0,1,2,1,0,2,2.3024999999999998,1
4737,2,0,3,2,1,6,1,0,6,2.9076,2
4738,2,1,2,0,1,2,1,0,2,2.347,1
4739,2,0,0,2,1,3,1,0,3,2.9229,2
4740,1,1,1,2,1,2,1,0,2,2.427,1
4741,2,1,2,3,1,3,1,1,3,2.9462999999999995,2
4742,2,1,4,0,1,2,1,1,2,2.7399,2
4743,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
4744,2,0,4,2,0,5,1,1,5,3.7319999999999998,3
4745,2,0,1,2,1,6,1,0,6,2.9966,2
4746,2,1,3,1,1,2,1,0,2,2.3284999999999996,1
4747,2,1,4,0,1,1,0,1,1,2.6364999999999994,1
4748,2,1,4,2,1,3,1,0,3,2.3493999999999997,1
4749,2,0,2,1,0,6,1,1,6,3.8344,3
4750,2,0,5,0,1,4,1,1,4,3.1696999999999997,2
4751,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
4752,2,1,4,0,1,2,1,0,2,2.258,1
4753,2,0,1,0,1,2,1,0,2,2.787,2
4754,2,0,1,0,1,4,1,0,4,2.8657999999999997,2
4755,2,1,3,0,0,1,0,0,1,2.6254999999999993,1
4756,2,1,3,2,1,2,1,0,2,2.3545,1
4757,2,1,1,4,0,2,1,1,2,3.4038,3
4758,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
4759,2,1,2,2,1,3,1,0,3,2.4383999999999997,1
4760,1,1,1,0,0,2,1,0,2,2.8014,2
4761,2,1,4,0,1,1,0,0,1,2.1545999999999994,1
4762,2,1,2,2,1,2,1,0,2,2.399,1
4763,2,1,2,1,0,2,1,0,2,2.7994,2
4764,2,1,4,2,1,2,1,0,2,2.31,1
4765,2,1,1,4,1,2,1,0,2,2.4955,1
4766,2,1,3,1,0,2,1,1,2,3.2367999999999997,2
4767,2,1,3,0,1,1,0,0,1,2.199099999999999,1
4768,2,1,0,1,1,2,1,0,2,2.4619999999999997,1
4769,2,1,2,2,0,2,1,0,2,2.8254,2
4770,2,0,0,1,1,4,1,0,4,2.9362999999999997,2
4771,2,1,3,0,0,2,1,0,2,2.7289,2
4772,2,0,4,0,0,3,1,1,3,3.6012,3
4773,2,1,5,2,1,2,1,0,2,2.2655,1
4774,2,1,1,0,1,2,1,0,2,2.3914999999999997,1
4775,2,1,3,1,1,1,0,0,1,2.225099999999999,1
4776,2,1,2,2,0,2,1,0,2,2.8254,2
4777,2,1,2,0,1,2,1,0,2,2.347,1
4778,2,0,2,0,0,5,1,1,5,3.7689999999999997,3
4779,2,1,2,1,1,3,1,0,3,2.4123999999999994,1
4780,2,0,1,1,1,3,1,1,3,3.3342999999999994,2
4781,2,1,2,1,0,1,0,0,1,2.6959999999999993,1
4782,2,1,2,2,1,3,1,1,3,2.9202999999999997,2
4783,2,0,5,0,0,4,1,0,4,3.1142,2
4784,2,0,3,2,1,6,1,1,6,3.3895,3
4785,2,0,5,0,1,6,1,0,6,2.7666,2
4786,1,1,0,0,1,1,0,0,1,2.3160999999999996,1
4787,2,0,3,3,0,5,1,1,5,3.8024999999999993,3
4788,2,1,3,0,0,2,1,0,2,2.7289,2
4789,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
4790,2,0,4,2,1,3,1,1,3,3.2268,2
4791,2,1,2,2,1,1,0,0,1,2.2955999999999994,1
4792,2,1,5,2,0,2,1,1,2,3.1738,2
4793,2,1,2,2,1,3,1,1,3,2.9202999999999997,2
4794,2,1,1,0,1,2,1,0,2,2.3914999999999997,1
4795,2,0,3,0,1,4,1,1,4,3.2586999999999997,2
4796,2,1,3,2,0,2,1,0,2,2.7809,2
4797,2,1,3,3,1,2,1,1,2,2.8623999999999996,2
4798,2,0,0,0,1,3,1,1,3,3.3528,3
4799,2,0,1,0,0,6,1,1,6,3.8529,3
4800,2,1,3,2,1,2,1,0,2,2.3545,1
4801,2,0,3,0,1,4,1,0,4,2.7767999999999997,2
4802,2,1,2,0,1,3,1,1,3,2.8682999999999996,2
4803,2,1,1,0,0,2,1,0,2,2.8179,2
4804,2,1,2,2,1,1,0,0,1,2.2955999999999994,1
4805,2,1,3,0,1,1,0,0,1,2.199099999999999,1
4806,2,0,4,2,1,6,1,1,6,3.345,3
4807,2,1,4,0,0,2,1,0,2,2.6844,1
4808,2,1,4,1,1,2,1,0,2,2.284,1
4809,2,1,2,3,0,2,1,0,2,2.8514,2
4810,2,0,3,0,1,6,1,0,6,2.8556,2
4811,2,1,2,0,1,1,0,1,1,2.7254999999999994,1
4812,2,1,2,1,1,2,1,1,2,2.8548999999999998,2
4813,2,0,2,2,1,5,1,1,5,3.3945999999999996,3
4814,2,1,3,2,1,2,1,1,2,2.8364,2
4815,2,1,5,2,0,2,1,1,2,3.1738,2
4816,2,0,5,1,0,6,1,1,6,3.7009,3
4817,2,1,4,2,1,2,1,1,2,2.7919,2
4818,2,1,1,1,1,2,1,1,2,2.8993999999999995,2
4819,2,0,2,1,0,6,1,1,6,3.8344,3
4820,2,1,2,2,0,1,0,1,1,3.2038999999999995,2
4821,2,1,1,0,1,3,1,0,3,2.4308999999999994,1
4822,2,1,3,4,0,2,1,0,2,2.8329,2
4823,2,1,3,3,0,2,1,0,2,2.8068999999999997,2
4824,2,1,0,0,0,3,1,1,3,3.3836999999999997,3
4825,2,1,2,2,0,1,0,0,1,2.7219999999999995,1
4826,2,1,2,0,1,2,1,0,2,2.347,1
4827,2,1,4,2,0,2,1,0,2,2.7364,2
4828,2,1,4,2,1,2,1,0,2,2.31,1
4829,2,0,3,1,1,5,1,1,5,3.324099999999999,2
4830,2,1,4,2,1,2,1,0,2,2.31,1
4831,2,0,4,0,1,4,1,1,4,3.2142,2
4832,2,0,3,2,1,3,1,0,3,2.7893999999999997,2
4833,2,1,3,1,1,1,0,0,1,2.225099999999999,1
4834,2,1,1,2,1,1,0,1,1,2.821999999999999,2
4835,2,0,0,2,0,6,1,0,6,3.4675000000000002,3
4836,2,1,3,2,1,3,1,0,3,2.3938999999999995,1
4837,1,1,2,0,0,3,1,0,3,2.7963,2
4838,1,1,0,0,0,1,0,0,1,2.7424999999999997,2
4839,2,1,0,4,0,2,1,0,2,2.9664,2
4840,2,1,2,0,1,3,1,0,3,2.3863999999999996,1
4841,2,1,1,1,0,2,1,0,2,2.8438999999999997,2
4842,2,1,1,3,0,3,1,1,3,3.4171999999999993,3
4843,2,1,4,0,1,2,1,1,2,2.7399,2
4844,2,0,3,2,0,5,1,1,5,3.7764999999999995,3
4845,2,1,2,2,1,2,1,0,2,2.399,1
4846,2,0,2,0,1,5,1,0,5,2.8606999999999996,2
4847,2,1,0,2,0,3,1,1,3,3.4356999999999998,3
4848,2,1,5,0,1,1,0,0,1,2.110099999999999,1
4849,2,1,2,2,0,2,1,0,2,2.8254,2
4850,2,1,2,2,1,2,1,0,2,2.399,1
4851,2,1,3,2,1,3,1,1,3,2.8757999999999995,2
4852,2,0,4,0,1,4,1,1,4,3.2142,2
4853,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
4854,2,1,3,1,1,2,1,1,2,2.8103999999999996,2
4855,2,0,3,0,1,4,1,0,4,2.7767999999999997,2
4856,2,0,3,0,0,5,1,0,5,3.2425999999999995,2
4857,2,1,3,0,0,1,0,1,1,3.1073999999999993,2
4858,2,1,2,2,1,1,0,1,1,2.7774999999999994,2
4859,2,0,2,0,1,4,1,1,4,3.3032,2
4860,2,0,2,2,0,4,1,1,4,3.7816,3
4861,1,1,1,2,0,3,1,1,3,3.3747,3
4862,2,1,3,0,1,3,1,0,3,2.3418999999999994,1
4863,2,1,4,2,0,2,1,1,2,3.2183,2
4864,2,0,2,2,0,5,1,0,5,3.3390999999999997,2
4865,2,1,2,2,0,2,1,0,2,2.8254,2
4866,2,1,3,2,0,2,1,0,2,2.7809,2
4867,2,0,2,0,1,6,1,1,6,3.382,3
4868,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
4869,2,1,0,4,0,2,1,1,2,3.4483,3
4870,2,1,1,2,1,2,1,0,2,2.4435,1
4871,2,1,1,2,0,1,0,0,1,2.7664999999999993,2
4872,2,0,3,1,1,5,1,0,5,2.842199999999999,2
4873,2,1,2,2,0,2,1,0,2,2.8254,2
4874,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
4875,2,0,0,0,1,4,1,1,4,3.3922,3
4876,2,1,1,0,0,3,1,1,3,3.3391999999999995,2
4877,2,1,3,2,1,2,1,0,2,2.3545,1
4878,2,1,2,2,1,2,1,0,2,2.399,1
4879,2,0,0,2,1,2,1,0,2,2.8835,2
4880,2,1,1,2,0,3,1,0,3,2.9092999999999996,2
4881,2,1,1,2,0,2,1,1,2,3.3518,3
4882,2,1,4,2,1,2,1,0,2,2.31,1
4883,2,0,2,1,1,5,1,0,5,2.8866999999999994,2
4884,2,0,4,0,0,5,1,0,5,3.1980999999999997,2
4885,2,0,3,2,1,2,1,1,2,3.2319,2
4886,2,0,0,2,1,1,0,0,1,2.7800999999999996,2
4887,2,1,5,2,1,2,1,1,2,2.7474,2
4888,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
4889,2,1,4,0,0,2,1,0,2,2.6844,1
4890,2,0,0,4,1,4,1,0,4,3.0143,2
4891,2,0,3,0,1,4,1,1,4,3.2586999999999997,2
4892,2,0,1,2,1,5,1,0,5,2.9571999999999994,2
4893,2,1,3,2,0,1,0,0,1,2.6774999999999993,1
4894,2,0,5,0,0,4,1,0,4,3.1142,2
4895,2,1,3,1,1,2,1,0,2,2.3284999999999996,1
4896,2,0,4,2,1,4,1,0,4,2.7843,2
4897,2,0,2,1,0,5,1,1,5,3.7949999999999995,3
4898,1,1,1,2,0,2,1,1,2,3.3353,2
4899,2,0,1,0,1,5,1,0,5,2.9051999999999993,2
4900,2,1,4,1,0,2,1,0,2,2.7104,1
4901,2,1,4,3,1,2,1,0,2,2.336,1
4902,2,0,3,2,0,4,1,0,4,3.2552,2
4903,2,1,3,3,1,3,1,0,3,2.4198999999999993,1
4904,2,1,3,1,0,2,1,0,2,2.7548999999999997,2
4905,2,1,1,0,0,2,1,0,2,2.8179,2
4906,2,1,4,2,0,2,1,1,2,3.2183,2
4907,2,0,3,2,0,5,1,1,5,3.7764999999999995,3
4908,2,1,3,1,1,1,0,0,1,2.225099999999999,1
4909,2,1,2,0,1,1,0,1,1,2.7254999999999994,1
4910,2,1,1,2,1,2,1,1,2,2.9254,2
4911,2,1,3,1,0,2,1,0,2,2.7548999999999997,2
4912,2,0,2,2,1,6,1,1,6,3.434,3
4913,2,1,4,0,1,2,1,0,2,2.258,1
4914,2,0,2,2,1,4,1,0,4,2.8733,2
4915,2,1,3,0,1,2,1,0,2,2.3024999999999998,1
4916,2,1,3,2,0,2,1,0,2,2.7809,2
4917,2,0,3,2,0,4,1,0,4,3.2552,2
4918,2,1,1,2,0,1,0,1,1,3.2483999999999993,2
4919,2,1,4,0,0,2,1,1,2,3.1663,2
4920,2,1,2,0,1,2,1,1,2,2.8289,2
4921,2,0,1,0,0,4,1,1,4,3.7741,3
4922,2,0,4,1,1,5,1,1,5,3.2795999999999994,2
4923,2,0,4,0,1,3,1,0,3,2.6929,1
4924,2,1,1,0,0,1,0,0,1,2.7144999999999992,1
4925,2,1,4,1,1,1,0,1,1,2.662499999999999,1
4926,2,0,4,0,1,5,1,1,5,3.2535999999999996,2
